date, pm25, pm10, o3, no2, so2, co
30/01/2017,69,20, ,25, ,2
29/01/2017,65,31, ,32, ,3
28/01/2017,49,28, ,32, ,3
27/01/2017,50,15, ,10, ,2
26/01/2017,40,17, ,10, ,1
25/01/2017,78,30, ,21, ,2
24/01/2017,46,60, ,25, ,2
23/01/2017,50,35, ,33, ,3
22/01/2017,56,27, ,30, ,3
21/01/2017,32,25, ,37, ,3
20/01/2017,63,13, ,15, ,3
19/01/2017,80,25, ,29, ,3
18/01/2017,88,43, ,38, ,6
17/01/2017,86,64, ,40, ,5
16/01/2017,59,77, ,34, ,3
15/01/2017,84,27, ,29, ,3
14/01/2017,45,34, ,32, ,3
13/01/2017,47,24, ,16, ,2
12/01/2017,75,24, ,20, ,2
11/01/2017,58,51, ,32, ,4
10/01/2017,71, , ,38, ,6
09/01/2017,70, , ,37, ,5
08/01/2017,71, , ,20, ,4
07/01/2017,65,86, ,17, ,2
06/01/2017,56,35, ,13, ,3
05/01/2017,49,36, ,29, ,4
04/01/2017,63,25, ,41, ,6
03/01/2017,59,28, ,33, ,5
02/01/2017,43,31, ,35, ,5
01/01/2017,49,23,19,26, ,3
31/12/2016,39,22,25,36, ,5
30/12/2016,53,20,30,13, ,2
29/12/2016,61,28,27,17, ,2
28/12/2016,55,37,28,31, ,4
27/12/2016,37,29,25,29, ,4
26/12/2016,58,16,28,20, ,2
25/12/2016,43,27,27,21, ,2
24/12/2016,53,25,28,18, ,3
23/12/2016,92,21,28,11, ,2
22/12/2016,89,49,28,46, ,6
21/12/2016,90,50,24,39, ,6
20/12/2016,49,35,24,35,17,4
19/12/2016,48,24,26,32, ,4
18/12/2016,37,22,20,27, ,3
17/12/2016,42,16,24,26, ,3
16/12/2016,39,13,27,14, ,2
15/12/2016,36,18,28,16, ,2
14/12/2016,27,20,24,22, ,2
13/12/2016,51,16,38,13, ,2
12/12/2016,55,44,41,17, ,1
11/12/2016,45,30,23,30, ,3
10/12/2016,53,23,25,29, ,4
09/12/2016,57,21,31,16, ,2
08/12/2016,54,31,26,22, ,2
07/12/2016,71,36,27,35, ,4
06/12/2016,70,73,24,37, ,4
05/12/2016,66,59,27,36, ,4
04/12/2016,47,77,21,37, ,4
03/12/2016,40,46,25,30, ,3
02/12/2016,33,23,25,16, ,5
01/12/2016,61,33,38,9, ,2
30/11/2016,53,97,68,13, ,1
29/11/2016,73,71,30,23, ,2
28/11/2016,82,58,21,33, ,4
27/11/2016,99,72,30,27, ,2
26/11/2016,60,89,31,32,2,2
25/11/2016,86,59,31,5,1,1
24/11/2016,72,115,30,14,2,1
23/11/2016,87,114,29,17,1,1
22/11/2016,71,164,26,17,1,2
21/11/2016,63,130,27,15,1,2
20/11/2016,76,75,29,19,1,2
19/11/2016,80,81,29,23, ,2
18/11/2016,48,108,28,12, ,2
17/11/2016,36,40,33,18, ,2
16/11/2016,27,30,29,25, ,3
15/11/2016,75,21,27,17, ,2
14/11/2016,106,49,27,35, ,5
13/11/2016,110,76,35,52, ,7
12/11/2016,87,80,35,56,1,8
11/11/2016,80,53,39,30,1,3
10/11/2016,82,49,44,32, ,4
09/11/2016,71,71,38,43,2,4
08/11/2016,73,62,26,46, ,6
07/11/2016,57,53,33,45, ,5
06/11/2016,52,36,27,44, ,6
05/11/2016,51,21,32,30, ,3
04/11/2016,68,28,42,10, ,2
03/11/2016,72,59,41,29, ,3
02/11/2016,43,79,32,33, ,4
01/11/2016,49,28,33,28,11,3
31/10/2016,50,38,31,16, ,2
30/10/2016,65,30,27,28, ,3
29/10/2016,60,38,40,35, ,3
28/10/2016,46,34,38,19, ,2
27/10/2016,86,27,32,17, ,1
26/10/2016,85,80,36,40,1,3
25/10/2016,62,54,39,49, ,5
24/10/2016,48,38,33,29, ,7
23/10/2016,50,22,42,3, , 
22/10/2016,48,19,38,21, ,2
21/10/2016,59,21,37,6, ,1
20/10/2016,63,30,41,25, ,2
19/10/2016,64,36,37,40, ,3
18/10/2016,45,40,35,29, ,2
17/10/2016,67,23,42,31, ,2
16/10/2016,65,42,41,18,1,2
15/10/2016,71,45,29,29, ,2
14/10/2016,73,49,32,17, ,3
13/10/2016,70,56,33,26, ,2
12/10/2016,56,53,30,34, ,3
11/10/2016,38,36,38,14, ,3
10/10/2016,61,32,27,15, ,2
09/10/2016,61,43,22,23, ,3
08/10/2016,45,36,19,42, ,4
07/10/2016,63,19,29,12, ,2
06/10/2016,70,31,22,25, ,3
05/10/2016,73,40,34,33, ,3
04/10/2016,68,50,32,39, ,4
03/10/2016,72,59,47,5,2,1
02/10/2016,47,65,41,11,2,1
01/10/2016,48,54,33,27,1,1
30/09/2016,41,51,38,18, ,2
29/09/2016,67,23,41,23, ,2
28/09/2016,39,31,39,28, ,3
27/09/2016,33,16,32,22, ,3
26/09/2016,28,18,33,24, ,2
25/09/2016,51,21,37,27, ,3
24/09/2016,45,46,34,46, ,3
23/09/2016,18,17,38,12, ,3
22/09/2016,78,14,27,12, ,1
21/09/2016,60,49,3,27,1,2
20/09/2016,63,47,17,28, ,2
19/09/2016,51,41,43,41, ,3
18/09/2016,54,30,35,39, ,3
17/09/2016,56,24,35,35, ,3
16/09/2016,59,25,33,3, ,1
15/09/2016,68,27,29,12, ,1
14/09/2016,59,35,24,27, ,2
13/09/2016,46,31,33,27, ,2
12/09/2016,60,20,29,20, ,2
11/09/2016,55,34,33,25, ,2
10/09/2016,60,37,39,37, ,4
09/09/2016,62,27,47,17,2,1
08/09/2016,81,28,48,29, ,2
07/09/2016,57,38,39,33, ,2
06/09/2016,51,27,38,31, ,3
05/09/2016,67,26,36,29, ,3
04/09/2016,55,39,42,31, ,3
03/09/2016,58,34,39,27, ,2
02/09/2016,63,29,43,13, ,1
01/09/2016,62,26,50,22, ,2
31/08/2016,63,30,45,32, ,3
30/08/2016,66,33,39,34, ,3
29/08/2016,59,35,38,24, ,3
28/08/2016,59,30,39,30, ,3
27/08/2016,60,30,38,24, ,2
26/08/2016,71,27,40,7, ,1
25/08/2016,74,33,49,24, ,2
24/08/2016,66,36,48,30, ,3
23/08/2016,62,32,38,24, ,3
22/08/2016,53,30,38,24, ,3
21/08/2016,56,27,41,33, ,3
20/08/2016,55,34,44,35, ,2
19/08/2016,56,25,44,15, ,1
18/08/2016,58,28,48,23, ,2
17/08/2016,56,34,38,23, ,2
16/08/2016,52,34,42,27, ,2
15/08/2016,69,27,37,22, ,2
14/08/2016,68,37,43,32, ,3
13/08/2016,63,29,37,13, ,2
12/08/2016,57,24,38,4, ,1
11/08/2016,70,23,31,19, ,2
10/08/2016,75,42,39,36, ,3
09/08/2016,61,32,26,24, ,3
08/08/2016,84,28,36,23, ,3
07/08/2016,75,44,42,24, ,3
06/08/2016,93,24,31,24, ,3
05/08/2016,66,40,38,10, ,1
04/08/2016,101,27,42,27, ,3
03/08/2016,79,47,48,30, ,3
02/08/2016,84,41,57,34, ,3
01/08/2016,76,41,52,42, ,7
31/07/2016,82,45,52,47, ,9
30/07/2016,82,42,43,30, ,9
29/07/2016,58,33,49,9, ,7
28/07/2016,65,26,49,26, ,8
27/07/2016,62,35,46,26, ,4
26/07/2016,55,42,55,42, ,3
25/07/2016,75,39,47,43, ,3
24/07/2016,58,42,43,38, ,3
23/07/2016,46,28,38,22, ,2
22/07/2016,47,24,33,16, ,2
21/07/2016,46,23,43,19, ,2
20/07/2016,56,27,45,29, ,1
19/07/2016,47,34,49,33, ,2
18/07/2016,56,27,46,30, ,3
17/07/2016,53,36,42,23, ,2
16/07/2016,51,25,39,31, ,2
15/07/2016,55,22,44,16,7,1
14/07/2016,42,24,45,27, ,2
13/07/2016,43,23,37,29, ,2
12/07/2016,47,28,41,34, ,3
11/07/2016,57,31,46,44, ,3
10/07/2016,57,26,41,42, ,3
09/07/2016,60,47,43,37, ,3
08/07/2016,57,44,52,10, ,2
07/07/2016,46,28,47,18, ,2
06/07/2016,60,19,45,29, ,2
05/07/2016,63,22,45,31, ,3
04/07/2016,65,32,44,21, ,2
03/07/2016,55,32,48,26, ,2
02/07/2016,60,30,42,25, ,3
01/07/2016,65,28,45,9, ,1
30/06/2016,70,34,42,25, ,2
29/06/2016,85,38,43,30, ,3
28/06/2016,57,43,45,27, ,3
27/06/2016,70,35,39,23, ,2
26/06/2016,65,48,33,32, ,3
25/06/2016,60,43,42,37, ,3
24/06/2016,62,33,47,10, ,2
23/06/2016,69,35,48,28, ,2
22/06/2016,71,47,46,44, ,3
21/06/2016,65,56,53,40, ,4
20/06/2016,55,49,63,43, ,5
19/06/2016,54,40,53,48,1, 
18/06/2016,52,37,61,47,1, 
17/06/2016,48,31,49,12, , 
16/06/2016,43,27,46,28, , 
15/06/2016,64,26,39,24,1,20
14/06/2016,89,53,43,34,2,13
13/06/2016,70,63,55,52,6,13
12/06/2016,36,93,52,53,3,31
11/06/2016,31,18,44,14,2,3
10/06/2016,38,15,40,6,2,1
09/06/2016,51,19,42,19,2,2
08/06/2016,73,26,41,26,2,2
07/06/2016,45,55,41,41,3,3
06/06/2016,36,42,46,42, ,3
05/06/2016,84,68,42,43, ,3
04/06/2016,82,60,36,40, ,3
03/06/2016,83,59,29,17,2,2
02/06/2016,55,45,51,43, ,4
01/06/2016,55,34,58,44, ,3
31/05/2016,45,43,35,38, ,3
30/05/2016,44,20,48,41, ,2
29/05/2016,49,20,42,38, ,2
28/05/2016,41,22,43,30, ,2
27/05/2016,38,16,41,10, ,1
26/05/2016,95,18,40,18, ,2
25/05/2016,70,56,44,43, ,11
24/05/2016,48,30,42,30, ,5
23/05/2016,56,23,35,21, ,2
22/05/2016,64,33,39,17, ,2
21/05/2016,43,34,44,49, ,3
20/05/2016,51,19,51,16,1,2
19/05/2016,53,21,51,21, ,1
18/05/2016,48,23,49,27,2,2
17/05/2016,93,28,45,26,1,2
16/05/2016,126,58,39,32,2,3
15/05/2016,110,70,77,55,3,6
14/05/2016,133,62,27,38, ,5
13/05/2016,67,84,31,15, ,3
12/05/2016,44,34,39,36, ,4
11/05/2016,52,16,41,25, ,4
10/05/2016,54,17,39,40, ,4
09/05/2016,54,29,41,92, ,4
08/05/2016,48,27,40,72, ,3
07/05/2016,33,19,38,30, ,2
06/05/2016,48,11,39,8, ,2
05/05/2016,47,28,35,22, ,1
04/05/2016,46,35,37,36, ,2
03/05/2016,85,33,35,24, ,1
02/05/2016,66,50,28,50, ,4
01/05/2016,89,43,37,24, ,2
30/04/2016,56,54,45,60, ,3
29/04/2016,40,26,40,15, ,4
28/04/2016,33,15,38,3, , 
27/04/2016,72,17,36,18, ,1
26/04/2016,75,43,38,12, ,2
25/04/2016,76,50,34,20, ,2
24/04/2016,74,57,34,11, ,2
23/04/2016,69,48,34,17, ,3
22/04/2016,70,42,41,10, ,2
21/04/2016,67,32,47,10, ,2
20/04/2016,69,39,45,18, ,4
19/04/2016,80,31,40,16, ,3
18/04/2016,92,46,41,16, ,3
17/04/2016,115,49,39,31, ,4
16/04/2016,83,58,27,36, ,3
15/04/2016,78,38,39,14, ,2
14/04/2016,80,25,42,30, ,2
13/04/2016,53,24,35,25, ,2
12/04/2016,35,16,33,24, ,2
11/04/2016,74,19,31,20, ,2
10/04/2016,139,50,30,30, ,3
09/04/2016,107,88,29,33, ,3
08/04/2016,81,73,30,17, ,2
07/04/2016,69,37,33,48, ,4
06/04/2016,87,35,42,47, ,3
05/04/2016,82,50,44,51, ,4
04/04/2016,70,39,48,53, ,4
03/04/2016,65,37,47,47, ,3
02/04/2016,43,34,44,47, ,3
01/04/2016,59,18,39,15, ,2
31/03/2016,64,29,43,32, ,2
30/03/2016,49,29,43,38, ,3
29/03/2016,39,23,33,31, ,3
28/03/2016,37,21,36,23, ,2
27/03/2016,65,15,36,16, ,1
26/03/2016,77,43,35,19, ,2
25/03/2016,127,48,31,12, ,2
24/03/2016,61,90,38,34, ,3
23/03/2016,63,34,38,36, ,2
22/03/2016,65,33,40,41, ,4
21/03/2016,54,25,39,29, ,2
20/03/2016,89,24,36,20, ,2
19/03/2016,54,108,39,19, ,2
18/03/2016,47,25,34,23, ,3
17/03/2016,34,21,37,17, ,2
16/03/2016,31,15,35,18, ,2
15/03/2016,78,13,32,16, ,1
14/03/2016,116,131,38,13, ,1
13/03/2016,110,120,41,16, ,2
12/03/2016,49,113,25,38, ,4
11/03/2016,49,31,36,23, ,5
10/03/2016,74,35,37,27, ,2
09/03/2016,105,55,39,32, ,3
08/03/2016,91,83,39,35,1,3
07/03/2016,66,70,37,37, ,4
06/03/2016,41,45,35,34,1,4
05/03/2016,47,24,38,28, ,3
04/03/2016,34,31,39,11, ,2
03/03/2016,53,21,38,25, ,3
02/03/2016,58,38,37,19, ,2
01/03/2016,67,30,35,33, ,4
29/02/2016,77,40,38,29, ,2
28/02/2016,67,47,39,29, ,3
27/02/2016,70,42,36,42, ,4
26/02/2016,79,28,41,25,1,4
25/02/2016,70,41,43,34, ,5
24/02/2016,59,40,34,44, ,5
23/02/2016,42,32,36,38, ,4
22/02/2016,25,17,33,25, ,3
21/02/2016,47,10,35,17, ,2
20/02/2016,65,37,37,17, ,1
19/02/2016,84,57,35,15, ,4
18/02/2016,67,56,62,31,1,4
17/02/2016,66,53,29,34,1,4
16/02/2016,74,42,35,28, ,2
15/02/2016,68,50,32,34,1,4
14/02/2016,79,43,38,35, ,3
13/02/2016,68,47,30,46, ,5
12/02/2016,73,37,34,30,1,5
11/02/2016,58,36,36,37, ,5
10/02/2016,48,27,34,32, ,4
09/02/2016,48,22,34,29, ,3
08/02/2016,45,25,31,33, ,4
07/02/2016,21,15,28,26, ,3
06/02/2016,43,8,28,18, ,2
05/02/2016,72,23,42,8, ,1
04/02/2016,55,40,48,25, ,2
03/02/2016,58,32,40,30, ,2
02/02/2016,68,26,33,36, ,3
01/02/2016,76,28,34,38,1,3
31/01/2016,76,37,33,39,1,4
30/01/2016,70,42,30,40,1,5
29/01/2016,64,28,36,22, ,3
28/01/2016,68,24,28,35, ,3
27/01/2016,51,30,27,38, ,5
26/01/2016,35,16,27,32, ,3
25/01/2016,28,8,32,24, ,2
24/01/2016,25,8,34,22, ,2
23/01/2016,32,8,38,14, ,1
22/01/2016,87,22,36,12, ,1
21/01/2016,85,78,35,31,1,5
20/01/2016,42,71,29,34, ,5
19/01/2016,113,27,25,29, ,4
18/01/2016,146,200,32,16, ,2
17/01/2016,79,354,37,16, ,1
16/01/2016,99,44,31,34, ,3
15/01/2016,78,35,34,20, ,2
14/01/2016,99,29,31,20, ,2
13/01/2016,120,37,33,30, ,3
12/01/2016,105,51,27,45, ,6
11/01/2016,95,52,29,39, ,6
10/01/2016,80,45,28,42, ,5
09/01/2016,70,35,29,35, ,4
08/01/2016,181,22,34,14, ,3
07/01/2016,114,689,72,8, ,1
06/01/2016,94,101,30,31, ,4
05/01/2016,85,38,31,32,2,5
04/01/2016,79,31,29,22, ,2
03/01/2016, ,28,30,23, ,2
30/12/2015,100, , , , , 
29/12/2015,115,38, ,27, ,2
28/12/2015,98,64, ,34, ,3
27/12/2015,93,47, ,22, ,2
26/12/2015,78,37, ,32, ,3
25/12/2015,100,31, ,20, ,3
24/12/2015,76,42, ,40, ,5
23/12/2015,64,41, ,41, ,4
22/12/2015,68,41, ,33, ,3
21/12/2015,82,38, ,27, ,3
20/12/2015,76,47, ,36, ,4
19/12/2015,57,48, ,40, ,5
18/12/2015,38,24, ,24, ,4
17/12/2015,65,17, ,17, ,2
16/12/2015,72,40, ,28, ,3
15/12/2015,69,44, ,39, ,5
14/12/2015,59,40, ,36, ,4
13/12/2015,73,30, ,38, ,3
12/12/2015,79,42, ,42, ,5
11/12/2015,94,34, ,27, ,3
10/12/2015,77,48, ,42, ,6
09/12/2015,67,51, ,48, ,5
08/12/2015,71,44, ,41, ,4
07/12/2015,54,35, ,36, ,4
06/12/2015,50,29, ,36, ,4
05/12/2015,47,25, ,35, ,4
04/12/2015,46,29, ,14, ,3
03/12/2015,36,32, ,20, ,2
02/12/2015,35,22, ,28, ,3
01/12/2015,35,19, ,28, ,2
30/11/2015,44,13, ,26, ,2
29/11/2015,61,30, ,30, ,3
28/11/2015,66,38, ,37, ,3
27/11/2015,75,40, ,27, ,2
26/11/2015,64,50, ,30, ,4
25/11/2015,72,40, ,35, ,4
24/11/2015,45,41, ,23, ,2
23/11/2015,71,21, ,23, ,2
22/11/2015,116,44, ,23, ,2
21/11/2015,62,109, ,21, ,2
20/11/2015,67,42, ,12, ,1
19/11/2015,72,33, ,28, ,3
18/11/2015,69,50, ,39, ,4
17/11/2015,48,47, ,32, ,3
16/11/2015,95,25, ,28, ,3
15/11/2015,97,67, ,37, ,4
14/11/2015,60,77, ,37, ,5
13/11/2015,59,44, ,16, ,2
12/11/2015,66,33, ,21, ,1
11/11/2015,53,35, ,36, ,4
10/11/2015,53,28, ,34, ,3
09/11/2015,52,28, ,27, ,2
08/11/2015,70,30, ,21, ,2
07/11/2015,58,41, ,31, ,3
06/11/2015,102,26, ,15, ,2
05/11/2015,185,72, ,25, ,3
04/11/2015,289,296, ,30, ,4
03/11/2015,169,455, ,19, ,2
02/11/2015,60,365, ,19, ,1
01/11/2015,57,38, ,29, ,2
31/10/2015,48,30, ,32, ,3
30/10/2015,39,24, ,17, ,2
29/10/2015,47,16, ,17, ,2
28/10/2015,42,23, ,26, ,3
27/10/2015,38,26, ,22, ,2
26/10/2015,52,18, ,29, ,3
25/10/2015,65,28, ,28, ,3
24/10/2015,84,42, ,34, ,4
23/10/2015, ,57, ,25, ,4
22/10/2015,85, , , , , 
21/10/2015,58,62, ,39, ,4
20/10/2015,71,34, ,26, ,3
19/10/2015,107,43, ,28, ,3
18/10/2015,93,62, ,38, ,4
17/10/2015,77,63, ,41, ,4
16/10/2015,75,42, ,20, ,3
15/10/2015,95,37, ,32, ,4
14/10/2015,64,55, ,39, ,4
13/10/2015,78,38, ,27, ,3
12/10/2015,97,42, ,34, ,3
11/10/2015,71,54, ,36, ,3
10/10/2015,50,39, ,27, ,3
09/10/2015,56,21, ,7, , 
08/10/2015,52,26, ,4, , 
07/10/2015,55,20, ,15, ,2
06/10/2015,57,21, ,19, ,2
05/10/2015,63,24, ,25, ,3
04/10/2015,65,23, ,11, ,3
03/10/2015,58,25, ,25, ,2
02/10/2015,64,21, ,12, ,2
01/10/2015,70,25, ,21, ,3
30/09/2015,69,38, ,31, ,4
29/09/2015,53,33, ,38, ,3
28/09/2015,45,22, ,27, ,3
27/09/2015,57,17, ,7, ,2
26/09/2015,65,25, ,24, ,3
25/09/2015,79,36, ,10, ,2
24/09/2015,83,47, ,26, ,2
23/09/2015,82,45, ,38, ,4
22/09/2015,80,40, ,15, ,2
21/09/2015,76,36, ,27, ,3
20/09/2015,91,38, ,30, ,3
19/09/2015,60,84, ,40, ,3
18/09/2015,75,24, ,12, ,1
17/09/2015,71,31, ,31, ,3
16/09/2015,89,32, ,37, ,3
15/09/2015,77,56, ,26, ,3
14/09/2015,89,48, ,12, ,2
13/09/2015,102,48, ,11, ,2
12/09/2015,165,58, ,30, ,3
11/09/2015,231,138, ,11, ,2
10/09/2015,387,281, ,35, ,4
09/09/2015,377,636, ,50, ,4
08/09/2015,668,649, ,46, ,4
07/09/2015,115,929, ,35, ,4
06/09/2015,78,74, ,35, ,4
05/09/2015,56,35, ,30, ,3
04/09/2015,66,22, ,7, ,2
03/09/2015,75,28, ,20, ,3
02/09/2015,75,33, ,32, ,4
01/09/2015,63,38, ,39, ,4
31/08/2015,57,27, ,32, ,3
30/08/2015,53,27, ,32, ,3
29/08/2015,51,26, ,26, ,3
28/08/2015,64,20, ,7, ,3
27/08/2015,70,28, ,30, ,3
26/08/2015,64,31, ,32, ,3
25/08/2015,53,31, ,32, ,3
24/08/2015,59,28, ,27, ,3
23/08/2015,65,30, ,22, ,2
22/08/2015,59,29, ,27, ,3
21/08/2015,61,22, ,11, ,3
20/08/2015,64,28, ,20, ,2
19/08/2015,70,28, ,30, ,3
18/08/2015,77,36, ,29, ,3
17/08/2015,81,50, ,29, ,3
16/08/2015,78,50, ,32, ,3
15/08/2015,71,40, ,38, ,3
14/08/2015,69,31, ,10, ,2
13/08/2015,65,29, ,23, ,3
12/08/2015,60,27, ,29, ,3
11/08/2015,67,26, ,29, ,3
10/08/2015,79,45, ,23, ,3
09/08/2015,69,56, ,26, ,3
08/08/2015,73,38, ,28, ,3
07/08/2015,83,42, ,16, ,3
06/08/2015,78,44, ,33, ,3
05/08/2015,89,40, ,28, ,3
04/08/2015,116,49, ,37, ,4
03/08/2015,120,62, ,46, ,6
02/08/2015,117,70, ,39, ,5
01/08/2015,76,51, ,51, ,5
31/07/2015,75,33, ,13, ,1
30/07/2015,62,33, ,24, ,2
29/07/2015,68,33, ,38, ,3
28/07/2015,65,32, ,41, ,3
27/07/2015,69,28, ,29, ,3
26/07/2015,72,29, ,29, ,3
25/07/2015,60,31, ,21, ,1
24/07/2015,63,29, ,6, ,2
23/07/2015,57,30, ,28, ,2
22/07/2015,69,31, ,36, ,3
21/07/2015,64,33, ,37, ,3
20/07/2015,54,29, ,38, ,3
19/07/2015,60,23, ,32, ,3
18/07/2015,54,23, ,33, ,3
17/07/2015,59,19, ,13, ,2
16/07/2015,67,20, ,24, ,2
15/07/2015,62,25, ,34, ,3
14/07/2015,68,26, ,30, ,22
13/07/2015,80,31, ,39, ,7
12/07/2015,65,35, ,28, ,3
11/07/2015,63,29, ,25, ,2
10/07/2015,53,23, ,9, ,1
09/07/2015,63,22, ,26, ,2
08/07/2015,66,31, ,40, ,3
07/07/2015,61,28, ,29, ,3
06/07/2015,63,27, ,26, ,3
05/07/2015,88,28, ,35, ,3
04/07/2015,69,29, ,44, ,3
03/07/2015,61,27, ,11, ,2
02/07/2015,81,24, ,19, ,2
01/07/2015,70,34, ,31, ,3
30/06/2015,62,32, ,34, ,3
29/06/2015,60,26, ,28, ,2
28/06/2015,127,25, ,25, ,2
27/06/2015,63,137, ,19, ,2
26/06/2015,64,26, ,9, ,2
25/06/2015,48,30, ,17, ,1
24/06/2015,48,22, ,23, ,2
23/06/2015,53,23, ,21, ,2
22/06/2015,54,21, ,24, ,2
21/06/2015,48,21, ,26, ,2
20/06/2015,41,22, ,25, ,2
19/06/2015,70,18, ,7, ,2
18/06/2015,71,39, ,25, ,2
17/06/2015,73,31, ,39, ,2
16/06/2015,70,31, ,36, ,3
15/06/2015,68,31, ,34, ,2
14/06/2015,62,28, ,25, ,2
13/06/2015,49,24, ,26, ,2
12/06/2015,61,17, ,5, ,2
11/06/2015,57,22, ,18, ,1
10/06/2015,59,24, ,23, ,2
09/06/2015,90,30, ,24, ,2
08/06/2015,95,61, ,20, ,3
07/06/2015,60,51, ,38, ,3
06/06/2015,57,28, ,33, ,2
05/06/2015,57,22, ,8, ,4
04/06/2015,56,20, ,18, ,1
03/06/2015,65,26, ,32, ,2
02/06/2015,61,29, ,42, ,3
01/06/2015,61,28, ,27, ,2
31/05/2015,53,26, ,33, ,2
30/05/2015,47,26, ,29, ,2
29/05/2015,49,22, ,5, ,1
28/05/2015,145,25, ,16, ,1
27/05/2015,129,128, ,21, ,6
26/05/2015,103,69, ,32, ,3
25/05/2015,98,60, ,44, ,3
24/05/2015,68,56, ,41, ,3
23/05/2015,63,43, ,17, ,2
22/05/2015,50,32, ,6, ,1
21/05/2015,76,27, ,20, ,1
20/05/2015,97,51, ,27, ,2
19/05/2015,110,49, ,52, ,3
18/05/2015,81,58, ,40, ,2
17/05/2015,78,41, ,42, ,2
16/05/2015,56,39, ,45, ,2
15/05/2015,58,28, ,14, ,2
14/05/2015,59,28, ,19, ,1
13/05/2015,74,34, ,23, ,1
12/05/2015,58,45, ,34, ,2
11/05/2015,50,66, ,30, ,2
10/05/2015,65,29, ,37, ,3
09/05/2015,46,43, ,20, ,1
08/05/2015,56,26, ,12, ,1
07/05/2015,99,25, ,35, ,3
06/05/2015,99,51, ,51, ,6
05/05/2015,55,53, ,46, ,5
04/05/2015,45,27, ,28, ,3
03/05/2015,54,22, ,25, ,2
02/05/2015,38,33, ,34, ,2
01/05/2015,47,17, ,10, ,1
30/04/2015,86,25, ,26, ,3
29/04/2015,103,53, ,32, ,3
28/04/2015,128,70, ,58, ,4
27/04/2015,109,83, ,63, ,6
26/04/2015,58,77, ,54, ,4
25/04/2015,36,119, ,37, ,3
24/04/2015,36,14, ,12, ,3
23/04/2015,43,16, ,15, ,1
22/04/2015,56,23, ,10, ,1
21/04/2015,81,30, ,14, ,2
20/04/2015,48,60, ,20, ,2
19/04/2015,60,37, ,38, ,3
18/04/2015,60,34, ,47, ,4
17/04/2015,58,25, ,10, ,1
16/04/2015,97,33, ,23, ,2
15/04/2015,60,54, ,28, ,2
14/04/2015,57,42, ,29, ,2
13/04/2015,57,28, ,31, ,3
12/04/2015,52,25, ,26, ,2
11/04/2015,59,15, ,19, ,2
10/04/2015,55,26, ,7, ,2
09/04/2015,74,19, ,4, ,1
08/04/2015,64,45, ,14, ,1
07/04/2015,70,40, ,36, ,2
06/04/2015,85,40, ,39, ,2
05/04/2015,68,40, ,41, ,3
04/04/2015,63,32, ,29, ,3
03/04/2015,89,23, ,9, ,1
02/04/2015,65,40, ,29, ,4
01/04/2015,82,81, ,30, ,3
31/03/2015,63,47, ,19, ,2
30/03/2015,84,30, ,28, ,3
29/03/2015,86,70, ,25, ,2
28/03/2015,96,54, ,26, ,3
27/03/2015,78,71, ,10, ,2
26/03/2015,67,64, ,16, ,1
25/03/2015,69,36, ,33, ,3
24/03/2015,82,42, ,38, ,3
23/03/2015,82,41, ,47, ,5
22/03/2015,58,35, ,33, ,4
21/03/2015,64,24, ,21, ,2
20/03/2015,63,22, ,8, ,1
19/03/2015,65,22, ,13, ,1
18/03/2015,82,26, ,26, ,2
17/03/2015,67,35, ,33, ,3
16/03/2015,74,27, ,30, ,3
15/03/2015,61,29, ,30, ,3
14/03/2015,76,30, ,32, ,3
13/03/2015,73,29, ,17, ,2
12/03/2015,61,33, ,28, ,3
11/03/2015,112,26, ,27, ,3
10/03/2015,99,59, ,36, ,4
09/03/2015,112,60, ,42, ,4
08/03/2015,141,70, ,52, ,6
07/03/2015,98,96, ,39, ,4
06/03/2015,89,72, ,13, ,2
05/03/2015,68,61, ,21, ,2
04/03/2015,68,26, ,28, ,3
03/03/2015,65,25, ,25, ,3
02/03/2015,53,31, ,27, ,2
01/03/2015,119,23, ,23, ,2
28/02/2015,74,92, ,30, ,3
27/02/2015,85,49, ,14, ,2
26/02/2015,91,50, ,28, ,2
25/02/2015,111,64, ,29, ,3
24/02/2015,79,74, ,32, ,3
23/02/2015,95,41, ,30, ,3
22/02/2015,78,43, ,38, ,5
21/02/2015,73,31, ,36, ,4
20/02/2015,109,23, ,18, ,7
19/02/2015,74,36, ,6, ,1
18/02/2015,89,26, ,16, ,2
17/02/2015,103,34, ,26, ,3
16/02/2015,101,44, ,37, ,4
15/02/2015,107,41, ,26, ,3
14/02/2015,95,46, ,31, ,5
13/02/2015,96,37, ,15, ,2
12/02/2015,172,51,31,12, ,2
11/02/2015,421,254,37,19, ,2
10/02/2015,216,937,38,12, ,1
09/02/2015,99,392,35,27,1,3
08/02/2015,88,53,36,31,1,3
07/02/2015,105,44,38,24, ,2
06/02/2015,99,51,44,19,1,2
05/02/2015,107,54, ,37, ,3
04/02/2015,99,57, ,37, ,3
03/02/2015,109,67, ,34, ,4
02/02/2015,122,72, ,38, ,4
01/02/2015,126,60, ,57, ,6
31/01/2015,101,57, ,64, ,8
30/01/2015,81,60, ,24, ,5
29/01/2015,100,57, ,22, ,2
28/01/2015,112,54, ,37, ,4
27/01/2015,112,60, ,36, ,4
26/01/2015,152,62, ,34, ,4
25/01/2015,140,75, ,46, ,5
24/01/2015,117,74, ,53, ,9
23/01/2015,129,53, ,23, ,3
